STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,SEX,Sex,ACTIVITY,Economic activity (NACE Rev.2),ADJUSTMENT,Adjustment,RESIDENCE,Place of residence,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_TS_NACE,Comments on the time series NACE
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q2,,98407.6245056591,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q3,,99100.5725791919,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q4,,98671.0020799898,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q1,,98507.9588349551,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q2,,98916.6059083567,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q3,,100207.706791948,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q4,,101154.977254824,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q1,,101913.288786556,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q2,,102497.188382408,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q3,,102985.329276576,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q4,,103655.367354575,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q1,,104014.38085904,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q2,,104467.354913572,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q3,,105108.730496132,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q4,,105425.773671986,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q1,,106796.509202843,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q2,,106384.843096264,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q3,,106122.402401493,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q4,,106248.330225527,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q1,,106787.715721173,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q2,,107081.463594315,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q3,,107261.717763862,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q4,,107395.832604716,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",Y,Calendar and seasonally adjusted data,_Z,Not applicable,2026-Q1,,107331.084464146,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1995-Q1,,15779,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1995-Q2,,16240,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1995-Q3,,16725,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1995-Q4,,16147,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1996-Q1,,16454,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1996-Q2,,17034,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1996-Q3,,17609,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1996-Q4,,17425,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1997-Q1,,16585,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1997-Q2,,18010,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1997-Q3,,19155,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1997-Q4,,19344,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q1,,19485,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q2,,20531,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q3,,21471,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q4,,21311,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q1,,22438,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q2,,23800,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q3,,24601,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q4,,26067,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q1,,25917,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q2,,27424,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q3,,27998,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q4,,28171,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q1,,28551,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q2,,29771,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q3,,30522,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q4,,30279,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q1,,30697,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q2,,31425,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q3,,31638,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q4,,31413,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q1,,31444,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q2,,31783,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q3,,32584,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q4,,32264,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q1,,31918,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q2,,33221,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q3,,34069,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q4,,34078,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q1,,34001,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q2,,34894,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q3,,35404,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q4,,35427,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q1,,36569,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q2,,38023,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q3,,38771,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q4,,39003,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,M_N,"Professional, scientific, technical, administrative and support service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2007-Q1,,40113,,0,Units,,,0,Zero,,
