STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,SEX,Sex,ACTIVITY,Economic activity (NACE Rev.2),ADJUSTMENT,Adjustment,RESIDENCE,Place of residence,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_TS_NACE,Comments on the time series NACE
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2006-Q4,,11496.8866538629,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q1,,12026.9974786488,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q2,,12280.7203295855,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q3,,12531.1854472652,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q4,,12760.3099654734,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q1,,12971.0764340229,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q2,,13140.4426052696,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q3,,13351.7637315405,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q4,,13523.1744511748,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q1,,13683.3820142261,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q2,,13733.9416301308,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q3,,13698.2637074673,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q4,,13653.1439131506,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q1,,13585.4556925082,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q2,,13711.1430875133,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q3,,13912.1089994089,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q4,,14142.6648648322,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q1,,14346.4781039693,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q2,,14602.5638985952,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q3,,14709.3633589789,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q4,,14787.1772467217,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2012-Q1,,14861.1822566426,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2012-Q2,,14908.5267913531,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2012-Q3,,14919.9772716785,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2012-Q4,,14964.3018797524,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2013-Q1,,15127.5498290047,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2013-Q2,,15159.4785945041,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2013-Q3,,15298.9301455801,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2013-Q4,,15510.8033699937,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2014-Q1,,15492.7204189131,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2014-Q2,,15667.0743632891,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2014-Q3,,15889.8096155838,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2014-Q4,,16043.5249535732,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2015-Q1,,16042.713241639,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2015-Q2,,16123.9438909567,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2015-Q3,,16186.0564645175,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2015-Q4,,16283.8075651237,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2016-Q1,,16539.8225719153,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2016-Q2,,16716.2272762605,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2016-Q3,,16859.9941976641,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2016-Q4,,17123.1515801782,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2017-Q1,,17366.8445824594,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2017-Q2,,17594.7487018162,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2017-Q3,,17865.4032557627,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2017-Q4,,18142.8635415275,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2018-Q1,,18115.2713796145,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2018-Q2,,18276.0131353507,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2018-Q3,,18507.2779008351,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2018-Q4,,18761.197223909,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2019-Q1,,18972.0056551202,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2019-Q2,,19110.7222672549,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2019-Q3,,19184.3856295502,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2019-Q4,,19355.5684805727,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q1,,20041.9474955044,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q2,,19944.1633663487,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q3,,20206.0418944713,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2020-Q4,,20349.3238996275,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q1,,20499.9898533453,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q2,,20643.96735812,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q3,,20848.1397891847,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2021-Q4,,20964.397866188,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q1,,21114.1647232296,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q2,,21316.9824996082,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q3,,21549.9330989252,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2022-Q4,,21740.8678142518,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q1,,21878.449454004,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q2,,21838.9325843071,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q3,,21825.7041186269,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2023-Q4,,21860.5494228374,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q1,,22136.7641095426,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q2,,22166.5110509973,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q3,,21974.1783561061,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2024-Q4,,21782.3222514166,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q1,,21649.1374039352,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q2,,21583.331498104,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q3,,21594.5994663952,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2025-Q4,,21641.8138193521,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,J,Information and communication,Y,Calendar and seasonally adjusted data,_Z,Not applicable,2026-Q1,,21630.3149595841,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1995-Q1,,34853.648050808,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1995-Q2,,35288.2866055089,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1995-Q3,,36094.7410451572,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1995-Q4,,36281.8568228522,,0,Units,,,0,Zero,,
